product_id,review_text,review_date,review_rating,product_title,Dominant_Topic_Label,vader_sentiment,roberta_sentiment,textblob_sentiment
573181,"Awesome shade for dusky skin tone , must try.",2020-09-19 20:37:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Skin Tone,positive,positive,positive
573181,This is a perfect nude for light to medium skin tone. It settle down to matte after sometime and quite long lasting,2020-06-03 00:45:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Skin Tone,positive,positive,positive
573181,I am in love with this shade of Kay Lipstick. It's perfect for a simple yet elegant look.,2020-07-24 06:53:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Skin Tone,positive,positive,positive
573181,I wanted to try it out for the longest time. The formulation is beautiful and glides ever so smoothly on your lips. Highly pigmented and a must have nude for your collection.,2020-07-21 23:38:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Product Quality,positive,positive,positive
573181,This is a cool tone brown nude shade and it looks amazing. It will suit fair skin tones as well as dusky skin tone. It is transferproof and also is not drying on the lips. Really good. Love this shade.,2020-06-04 11:43:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Skin Tone,positive,positive,positive
573181,I loved it very smooth and long lasting,2020-06-04 21:41:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Texture,positive,positive,positive
573181,Bought this lip color for my mom. She absolutely loves it. Such a beautiful color. Perfect red shade for Indian skin tone. Please try it if you haven't already,2020-06-07 13:22:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Texture,positive,positive,positive
573181,Beautiful dark brown shade to go for. Amazing formula. Completely matte. But doesn't dry out your lips.,2020-06-07 13:26:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Skin Tone,positive,positive,positive
573181,This one is the best crayon out of all. Super light on lips. Feels smudge proof almost. The colour entourage is gorgeous.,2020-06-07 13:50:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Texture,positive,positive,positive
573181,The formula is very creamy and light.. Long lasting as well even though not transfer proof... Very happy with the colour (Papp-ex),2020-06-09 14:10:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Texture,positive,positive,positive
573181,This is my first product from kay by katrina and this lip color is long lasting and color is amazing,2020-06-10 15:45:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Texture,positive,positive,positive
573181,Works if I use a nude lip pencil underneath,2020-06-12 13:18:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Product Quality,neutral,neutral,neutral
573181,This is sooo pigmented & also the shades are like wow.. My favourite KK.. Your venture is awesome.. Respect to you.. Loveee,2020-06-17 14:31:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Shade,positive,positive,positive
573181,It's a smart nude colour.. & very very pigmented.. Wonderful,2020-06-17 14:31:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Texture,positive,positive,positive
573181,This is my 2nd purchase and it is fabulous.,2020-06-17 18:28:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Texture,positive,positive,positive
573181,Good shade nice texture and long lasting loved it.,2020-06-18 13:00:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Texture,positive,positive,positive
573181,"I never ever tried a dark shade on my lips. Even I don't like lipsticks, but after using this product I'm craving for makeup and kay beauty product. Thank you ??",2020-06-26 14:19:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Product Quality,positive,neutral,negative
573181,These lipsticks by kay beauty are just love...perfect matte lipsticks that dont let ypur lups get dry.,2020-06-28 16:39:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Shade,positive,positive,negative
573181,Amazing shade and so compact. It comes with beautiful package and very good to blend. Can be used as blush also. Love Kay beauty?,2020-06-29 17:47:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Product Quality,positive,positive,positive
573181,Amazing lipstick ! My new favourite! Probably the prettiest brown I’ve ever seen ????,2020-07-03 14:02:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Texture,positive,positive,positive
573181,"Creamy texture,,so light weight",2020-07-04 17:26:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Texture,neutral,neutral,positive
573181,Easy to use not drying on the lips... Love the shade,2020-07-04 18:13:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Skin Tone,positive,positive,positive
573181,It's feels weightless on lips.... Creamy texture.... Loved it a lot,2020-07-06 10:06:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Texture,positive,positive,positive
573181,"Really good lipcrayon, I liked a lot",2020-07-08 16:54:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Product Quality,positive,positive,positive
573181,"Beautiful color and looks so Matt and cool , will suit all skin tone . A must buy , atleast one shade from this range",2020-07-08 21:03:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Skin Tone,positive,positive,positive
573181,Love the shade and it's really long lasting.,2020-07-13 22:38:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Texture,positive,positive,positive
573181,One of the best warm toned nudes for light skin tones. Staying power is also good,2020-07-15 21:51:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Skin Tone,positive,positive,positive
573181,I love kay beauty ? also such a cute color,2020-07-23 11:18:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Texture,positive,positive,positive
573181,Very smooth and long lasting on lips,2020-07-24 14:10:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Texture,neutral,positive,positive
573181,Wonderful colour and pigmentation quality just wow ????,2020-09-16 16:21:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Texture,positive,positive,positive
573181,"Kay beauty lip products are easily the best thing that has happened to me in a while haha. The packaging, the aesthetics, the buttery soft and lightweight formula, which is oh so pigmented. I’m so in love. After I tried out one shade, I stocked up on 4-5 more shades blindly and I do not regret the impulsive purchase. Thank you Katrina and Nykaa ??",2020-05-25 03:33:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Texture,positive,positive,positive
573181,I love the pretty dark pink color is this lip crayon. It is not difficult to apply as most lip crayons are. The texture is creamy and smooth and is beautifully tinted.,2020-09-13 02:30:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Texture,positive,positive,positive
573181,It gives a perfect Matte finish and stays for long but the colour shown in pictures is a bit lighter than what it shows.,2020-05-26 07:58:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Texture,positive,positive,positive
573181,"Very beautiful pink nude shade,lasts long,smudge proof.",2020-05-27 10:34:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Texture,positive,positive,positive
573181,Best shade. Suited for moatly all skin types ... i love this peachy brown kind of shAde..,2020-05-28 19:55:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Skin Tone,positive,positive,positive
573181,Truly matte finish...very beautiful shade.one swipe is enough.,2020-06-01 20:43:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Shade,positive,positive,positive
573181,Best lip crayon. Pigmented and long lasting.smudge proof. Just friends is peachy nude shade. Perfect for fair skin tone.,2020-09-26 11:07:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Skin Tone,positive,positive,positive
573181,Am very happy with this product and love it key beauty?,2020-06-02 15:28:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Texture,positive,positive,positive
573181,This is such a lovely lip shade . Very very pigmented .,2020-06-03 11:00:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Skin Tone,positive,positive,positive
573181,Pinkish red colour....for every skin tone,2020-07-25 16:34:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Skin Tone,neutral,neutral,neutral
573181,"Im in love with kay beauty lipsticks.. so pigmented,so good,stays for long..",2020-07-26 15:42:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Texture,positive,positive,positive
573181,Oooh i love love this lipstick This is soo good. Gonna buy the other shades as well.,2020-07-26 15:44:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Product Quality,positive,positive,positive
573181,"Such a nice red,it's helps to add instant brightness on my face",2020-07-28 23:50:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Shade,positive,positive,positive
573181,Cool toned mauve shade great for everyday use,2020-07-29 19:46:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Shade,positive,positive,positive
573181,I just love the colour the formula i love it the application is soooooo easy,2020-07-30 21:36:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Texture,positive,positive,positive
573181,Wow...its an amazing product which suits my wheatish complexion. Its of nice light brown colour having a matte texture.,2020-08-01 17:58:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Texture,positive,positive,positive
573181,The perfect nude I wanted very useful for daily wear for office,2020-08-05 11:41:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Skin Tone,positive,positive,positive
573181,"Matte, long stay, Beautiful shade. suits Every skin tone.",2020-08-06 19:42:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Skin Tone,positive,positive,positive
573181,"Matte, beautiful pink, long stay. Cute packaging.",2020-08-06 19:45:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Texture,positive,positive,positive
573181,Its amazing. Stays for long and does not dry your lips.,2020-08-06 22:40:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Texture,positive,positive,positive
573181,"This is my everyday shade for me , I am in the shade 310 sun beige in Maybelline fit me and it is a good everyday kinda shade for me , I really love how it is light weight on my lips , it stays in lips for a decent amount of time .so far I love it",2020-08-07 16:33:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Shade,positive,positive,positive
573181,Totally love this lipstick.. the colour is awesome and the texture of the lipstick totally great..,2020-08-09 07:22:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Product Quality,positive,positive,positive
573181,Love love love it.. its very smooth in texture and leaves natural light shade on lips thats why I would prefer it for my daily office look..,2020-08-16 23:07:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Texture,positive,positive,positive
573181,Very nice product lovely pink nude it is and they have smooth matte finishing must buy,2020-08-23 15:45:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Texture,positive,positive,positive
573181,It's a really good shade! The perfect pink nude for everyday wear. I saw the reviews and ordered..the texture is really pigmented,2020-08-25 14:47:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Skin Tone,positive,positive,positive
573181,"Smooth application. Staying power 5-6 hrs. It sets well but does come off in 1 meal. Color will suit all indian skin tones, however you need to use a good lip liner. It may dry your lips if used without a lip balm. I feel more darker shades shud b introduced to suit the indian market.",2020-08-27 02:28:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Skin Tone,positive,positive,positive
573181,This is my third lipstick from kay beauty and i love the formula of these babies. The color is so bomb and its transfer proof smudge proof,2020-08-31 14:56:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Product Quality,positive,positive,positive
573181,"Excellent formula, very lightweight, last for around 4-5 hours,. The shade just friends is well suited for fair to medium skin tone perfectly, might suit dusky skintone as well if one has even skintone around the mouth. Perfect for evryday use.",2020-09-05 04:19:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Product Quality,positive,positive,positive
573181,The shade is different and looks mix of red and orange. It stays long and has matte finish. It would be great if it is a little creamy. I use a lip balm and apply it after that.,2020-09-12 22:25:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Shade,positive,positive,positive
573181,"Want more than nude and less than the after party shade , it really works",2020-12-02 13:10:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Shade,positive,neutral,positive
573181,Love this color on me I'm fair complexioned,2020-11-30 14:22:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Texture,positive,positive,positive
573181,Amazing shade and the formulation is BOMB,2021-05-18 23:42:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Shade,neutral,positive,positive
573181,Love the shade. :-)Smooth to apply and feels light on the lips. Color suits well for slightly medium to fare skin tones.,2020-09-26 21:42:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Skin Tone,positive,positive,positive
573181,I am reallly really happy to buy it.....paisa wasool lipstick ??but not lipliner? am jst love love love this product??,2020-06-07 09:48:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Product Quality,positive,positive,positive
573181,Rumor shade is good for smoky eye looks...,2020-06-03 18:37:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Skin Tone,positive,positive,positive
573181,Nice color n texture,2020-06-02 19:06:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Texture,positive,positive,positive
573181,"Loved the shade!!. Wooow.. Just Superb.. LOve Love Kay Beauty products.. Good Quality, Very Nice Fresh packaging.. Soooooooo Happy with my purchase.. I have used one and now Repurchased this shade.. nice peach brown nude shade.. stays for long time.. KAY BEAUTY IS MY FAVOURITE MAKEUP BRAND.",2020-05-30 22:08:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Shade,positive,positive,positive
573181,Best lipstick for dailywear,2020-05-29 06:14:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Texture,positive,positive,positive
573181,"The color is perfect for Indian skin tone. Who ever likes browns, its a fantastic shade. The matte formula doesn’t make make lips crack. Lipstick feels Feather like.",2020-05-28 11:39:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Skin Tone,positive,positive,positive
573181,"The lip crayon is pretty good. I hate matte lipsticks coz they dry out my sensitive lips. But this was like a comfortable matte in crayon form. Worked well for me. Pros: Pigmentation is good, lasts for many hours, does not change colour or fade out, but at the end of the day gives a beautiful stain that doesn't look washed out. The nude colour is beautiful and natural, will flatter many skin tones Cute packaging, comes in retractable form Cons: MRP could be cheaper by 200, however, I got this on discount. It's a steal deal, if you purchase on offer. Overall, worth it!",2020-05-23 23:39:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Texture,positive,positive,positive
573181,The colour is awesome but if you have dry lips I won't recommend it,2020-05-18 18:38:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Skin Tone,neutral,negative,positive
573181,The one lipstick which do not get rubbed off even after eating oily food! Man I eat so much and I love my lipstick. But I eat my lipstick also. But Kay beauty lipsticks are perfect for those kind of situation. It do not get removed ever! Love the perfect matte texture. Love all the shades. And this shade will go perfectly with all skin tonnes especially dusky ones.,2020-03-17 08:27:00,5.0,Kay Beauty Matteinee Matte Lip Crayon Lipstick,Skin Tone,positive,positive,positive
